"success","procedure","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","trialid","url"
"true","Consent","fullscreen","0","3213","0.0-0.0-0.0","","","",""
"","Consent","instructions","1","5214","0.0-1.0","[{""page_index"":0,""viewing_time"":1997}]","1999","Instructions",""
"","Consent","external-html","2","9903","0.0-2.0","","4439","Consent_01","html/consent-neely.html"
