"view_history","rt","trialid","procedure","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","responses"
"[{""page_index"":0,""viewing_time"":1304}]","1304","Instructions","EAR","instructions","33","303696","0.0-43.0","",""
"","5886","EAR_01","EAR","survey-multi-choice-vertical","34","309585","0.0-44.0","{""Q0"":""Siento que soy una persona digna de aprecio, al menos en igual medida que los demás.""}","{""Q0"":"" Muy de acuerdo""}"
"","4176","EAR_02","EAR","survey-multi-choice-vertical","35","313764","0.0-45.0","{""Q0"":""Creo que tengo un buen número de cualidades.""}","{""Q0"":"" Muy de acuerdo""}"
"","4955","EAR_03","EAR","survey-multi-choice-vertical","36","318723","0.0-46.0","{""Q0"":""En general, me inclino a pensar que soy un/a fracasado/a.""}","{""Q0"":"" En desacuerdo""}"
"","2845","EAR_04","EAR","survey-multi-choice-vertical","37","321571","0.0-47.0","{""Q0"":""Soy capaz de hacer las cosas tan bien como la mayoría de la gente.""}","{""Q0"":"" Muy de acuerdo""}"
"","4072","EAR_05","EAR","survey-multi-choice-vertical","38","325646","0.0-48.0","{""Q0"":""Siento que no tengo muchos motivos para sentirme orgulloso/a de mi.""}","{""Q0"":"" Muy en desacuerdo""}"
"","5135","EAR_06","EAR","survey-multi-choice-vertical","39","330785","0.0-49.0","{""Q0"":""Tengo una actitud positiva hacia mí mismo/a.""}","{""Q0"":"" De acuerdo""}"
"","2649","EAR_07","EAR","survey-multi-choice-vertical","40","333436","0.0-50.0","{""Q0"":""En general, estoy satisfecho conmigo mismo/a.""}","{""Q0"":"" De acuerdo""}"
"","4383","EAR_08","EAR","survey-multi-choice-vertical","41","337823","0.0-51.0","{""Q0"":""Desearía valorarme más a mi mismo/a.""}","{""Q0"":"" De acuerdo""}"
"","5122","EAR_09","EAR","survey-multi-choice-vertical","42","342948","0.0-52.0","{""Q0"":""A veces me siento verdaderamente inútil.""}","{""Q0"":"" En desacuerdo""}"
"","4385","EAR_10","EAR","survey-multi-choice-vertical","43","347336","0.0-53.0","{""Q0"":""A veces pienso que no soy bueno/a para nada.""}","{""Q0"":"" Muy en desacuerdo""}"
